review_content,final_label,DeepSeek,Gemini (flash 2.0 ),ChatGPT
"Facebook is the worst business in the world. They use their platform to harass people, will not allow you to delete your profile, if you do not agree with their infringement of your 1st amendment rights, they allow your profile to ne hacked and allow the hackers to pretend they are you. This company, gave millions to Wisconsin, for crooked drop boxes, and is the most infringing organization on personal privacy of any organization!",1,"As a user, I want Facebook to allow users to delete their profiles permanently and stop infringing on free speech, so that I can feel my rights are respected and my privacy is protected.","As a Facebook user, I want to be able to delete my profile if I choose. I also want my First Amendment rights respected on the platform and my account protected from hacking. I am concerned about Facebook's alleged harassment of users, its political activities (specifically mentioning contributions to Wisconsin related to drop boxes), and its disregard for personal privacy. I believe Facebook is the worst kind of business due to these practices.","As a Facebook user,
I want to have full control over my profile and data,
So that I can delete my account when desired and ensure my privacy is respected, while also feeling confident that my account will be protected from unauthorized access."
"I enjoy Facebook. But the customer support is crap. Then ensuring your safety and privacy is a lie. I had my Facebook hacked and so have a bunch of other people. There is no way to directly contact someone and even though several people have reported my Facebook as hacked they still have not done anything about it. The guy who hacked my Facebook is conversating, laughing, and messing with my friends and family including my kid. Thinking this who thing is a joke. I have personal information on my Facebook and they are not protecting my privacy. I am scared for my safety and the information he most liky accessed including my home address. They need to figure out a better system and take care of issues like this immediately. They want to kick people off for petty issues but will not help resolve important issues. Facebook is a good way for keeping in touch with family and friends but they do not ensure your safety or privacy like they say they do.",1,"As a user, I want Facebook to provide immediate support for hacked accounts, so that I can regain control of my profile and protect my personal information from being misused.","As a Facebook user who enjoys the platform for connecting with loved ones, I am extremely dissatisfied with the lack of effective customer support. My account was hacked, along with many others, and despite multiple reports, Facebook has taken no action. The hacker is impersonating me, interacting with my friends and family, including my child, and treating the situation as a joke. I am terrified for my safety and the privacy of my personal information, including my home address, which the hacker likely accessed.  I need immediate action from Facebook to resolve this hacking issue. I find it unacceptable that Facebook prioritizes petty issues over serious security breaches like this one. While Facebook is useful for staying in touch, their claims of ensuring safety and privacy are clearly false.  They need a better system for handling these critical situations.","As a Facebook user,
I want to be able to quickly contact customer support and receive immediate assistance in recovering my account after it has been hacked,
So that I can ensure the safety and privacy of my personal information and protect my family from any potential harm."
My profile got hacked that I had for 12 years and I reported it at least 30 times and every one of my friends on Facebook reported it. And Facebook did nothing about it. Never deleted the page or anything and I had a lot of personal information that the hacker used trying to spam others that where friends with me on Facebook.,2," As a user, I want Facebook to take action against hacked accounts when reported, so that I don’t lose years of personal information and memories due to inaction from the platform.","As a Facebook user whose 12-year-old account was hacked, I am extremely dissatisfied with Facebook's inaction. Despite reporting the hack at least 30 times, and my friends also reporting it, Facebook did nothing to resolve the issue or delete the compromised profile.  The hacker used my personal information to spam my friends, causing further harm. I expect Facebook to take these reports seriously and take immediate action to protect user accounts and personal information.","As a Facebook user,
I want Facebook to take immediate action when my account is reported as hacked,
So that I can protect my personal information, prevent misuse of my data, and ensure the security of my friends and family."
"They collect all your data into their books and then they burn your book if you have a different political view compared to Facebook and its team.. MARK is the new Hitler.

This is the new way of controlling people.",1,"As a user, I want Facebook to stop censoring users based on political views, so that I can freely express my opinions without fear of being silenced or banned.","As a Facebook user, I want my data protected and my freedom of speech respected. I am concerned that Facebook collects excessive amounts of personal data and censors users based on their political views. I believe this is a form of control, and I object to it.","As a Facebook user,
I want Facebook to respect diverse political views and ensure freedom of speech,
So that I can freely express my opinions without fear of censorship or retaliation, and trust that my data is handled fairly."
"Average app, very intrusive, Lack of true ad control, and user data collection is unacceptable.  Their control of opinions that  they dont like and banning those individuals will be their downfall.  Not to mention election interference.  They even lie to Congress.",1,"As a user, I want Facebook to improve ad control and stop suppressing opinions it disagrees with, so that I can have a fair and unbiased experience on the platform.","As a Facebook user, I want more control over the ads I see and stronger privacy protections regarding my data. I am concerned about the platform's intrusive nature and its censorship of opinions it disagrees with. I also believe Facebook's actions, including potential election interference and lying to Congress, are unacceptable and will ultimately lead to the platform's decline.","As a Facebook user,
I want more control over ads and transparency regarding how my data is collected and used,
So that I can have a better understanding of my privacy settings and feel confident that my personal information is being handled responsibly."
Facebook Marketplace is filled with scams and scammers. Theres is more fake listings than ever and when you try to sell anything your inbox gets filled with scammers trying to steal your phone number through a Google voice sms. This is incredibly frustrating as a buyer and a seller.,2,"As a user, I want Facebook to crack down on scams and fake listings in Marketplace, so that I can buy and sell items without being targeted by scammers.","As a Facebook Marketplace user, I want a safer and less scam-ridden experience.  I am frustrated by the overwhelming number of fake listings and the constant attempts by scammers to steal my phone number through Google Voice SMS messages, both when I am trying to buy and sell items. I want Facebook to take action to reduce the number of scams and improve the overall Marketplace experience.","As a Facebook Marketplace user,
I want improved measures to prevent scams and fake listings,
So that I can safely buy and sell items without the risk of being targeted by scammers or having my personal information stolen."
"Designed to be addictive, no regard for personal privacy and fact checkers algorithms actively suppress free speech while sending user into dangerous echo chambers.  If I could go back 12 years and skip this one entirely, I would.  Happy to see many groups leaving and once my groups leave for other networks which is happening soon I will too.",2,"As a user, I want Facebook to stop suppressing free speech and creating echo chambers, so that I can have meaningful conversations without feeling manipulated by algorithms.","As a Facebook user, I am concerned about the platform's addictive design, its disregard for personal privacy, and the biased fact-checking algorithms that suppress free speech and create echo chambers. I regret using Facebook and would avoid it entirely if I could. I am encouraged by groups migrating to other platforms and plan to leave Facebook myself once the communities I belong to make the switch.","As a Facebook user,
I want better control over my privacy settings and less interference from fact-checkers,
So that I can freely express my opinions without being manipulated by algorithms or feeling like my personal data is being exploited."
If I wanted the government spying on me and having access to all my stuff I would live in China. If I wanted the government to control what I post or sale or even fact check I would move to North Korea. This is America we have freedoms and rights and social media is not a place government should control members of a private company platform.,2,"As a user, I want Facebook to stop acting like a government-controlled platform, so that I can exercise my freedom of speech and privacy without unnecessary restrictions.","As a Facebook user, I want freedom from government intrusion and censorship on the platform. I believe social media should not be subject to government control, as this infringes on my rights and freedoms. I value the principles of free speech and privacy and do not want Facebook to become a tool for government surveillance or manipulation.","As a Facebook user,
I want the ability to freely express myself without government influence or censorship,
So that I can enjoy my rights to privacy and free speech on a platform without feeling monitored or controlled"
"This app can show and see your location without your permission even if youre not using it. Mark Zuckerburg cares only about his wallet and following the governments lead, regardless of what it is. They also sell your information to third parties and no block app works against it once you put anything on their site. BEWARE",1,"As a user, I want Facebook to stop tracking my location and selling my information to third parties, so that I can use the app without feeling like my privacy is being violated.","As a Facebook user, I want control over my location data and assurance that it is not being accessed without my permission, even when I'm not actively using the app. I am concerned that Facebook prioritizes profit and government compliance over user privacy, and that my information is being sold to third parties despite claims to the contrary. I believe no blocking app can truly protect my data once I interact with the Facebook platform. I want Facebook to respect user privacy and data security.","As a Facebook user,
I want to have full control over my location and data privacy,
So that I can choose when and how my personal information is shared, and avoid any unauthorized access or third-party sales of my data."
This application is copying everything personal on your device and sharing it with other companys including The FBI they make copies of everything you do on your device and they also take screen shots uses your device camera microphone gps without your Permission . Carful Facebook,2,"As a user, I want Facebook to stop accessing my device’s camera, microphone, and GPS without permission, so that I can trust the app isn’t spying on me or sharing my data with others","As a concerned user, I want my personal data and device activity to remain private. I am alarmed by the claim that Facebook is copying and sharing personal information with other companies, including the FBI, and that it is secretly accessing my device's camera, microphone, and GPS without my permission. I want Facebook to respect user privacy and stop these alleged practices.","As a Facebook user,
I want to have control over the data Facebook can access on my device,
So that I can ensure my personal information, including camera, microphone, and location data, is not shared without my explicit consent."
"Honestly over the past months I have been getting a lot of bugs in Facebook, videos not playing properly, sound system always quite, and honestly after the allegations that Facebook steals personal info made me more disappointed toward the app that I have been using since 2014, other platforms have been improved in the past years over Facebook as, Twitter, Snapchat and etc. 
Thank you",2," As a user, I want Facebook to fix bugs like video playback issues and improve its privacy practices, so that I can continue using the app without feeling disappointed or unsafe.","As a long-time Facebook user (since 2014), I am increasingly frustrated with the numerous bugs affecting the platform, including video playback issues and low sound volume.  The recent allegations of Facebook stealing personal information have further eroded my trust in the app.  I have noticed that other social media platforms like Twitter and Snapchat have made significant improvements in recent years, while Facebook seems to have stagnated. I want Facebook to address these technical issues and privacy concerns to restore my faith in the platform.","As a Facebook user,
I want Facebook to fix technical bugs, such as videos not playing properly and sound issues,
So that I can enjoy a smooth user experience without disruptions. Additionally, I want Facebook to prioritize user privacy and transparency,
So that I can feel confident in using the platform without concerns about data misuse."
I am a car salesman and I am constant removed from marketplace and under review. They always give me back my privileges but it takes forever limits my ability to market and make a living. They say I went against community standards when none of my market place post do. I am a outspoken conservative on my personal private page and I believe that is why my marketplace account is constantly under scrutiny.,2,"As a user, I want Facebook to stop unfairly targeting my Marketplace account for review, so that I can market my products without interruptions or baseless accusations.","As a car salesman using Facebook Marketplace, I want to be able to use the platform reliably without constant removals and reviews.  These reviews, even though my privileges are eventually restored, significantly hinder my ability to market my vehicles and earn a living. I believe my outspoken conservative views on my *personal* Facebook page are the reason my *Marketplace* listings are constantly targeted, despite complying with community standards. I want Facebook to stop this discriminatory practice and allow me to use Marketplace without undue interference.","As a car salesman,
I want Facebook Marketplace to consistently allow me to post without unnecessary removals or reviews,
So that I can efficiently market and make a living without disruptions.
Additionally, I want Facebook to ensure fair treatment and not limit my access based on personal views,
So that my professional activities are not impacted by my personal beliefs."
Facebook was designed to manipulate its users by feeding them biased content in an endless feed. They sell your information to anyone who will pay them for it. You are being watched. Delete the App and look into decentralized social platforms like Mastodon.,1,"As a user, I want Facebook to stop manipulating users with biased content and selling their data, so that I can trust the platform and consider using decentralized alternatives.","As a concerned individual, I believe Facebook is designed to manipulate users with biased content and sells user data without consent. I feel I am being watched and tracked. I want a social media experience that prioritizes user privacy and avoids manipulative practices. I am considering deleting the app and exploring decentralized alternatives like Mastodon.","As a Facebook user,
I want Facebook to stop manipulating the content I see and selling my personal information,
So that I can have control over my data and experience unbiased, transparent content without the fear of being exploited.

Additionally, 
I want to explore alternative decentralized social platforms,
So that I can enjoy social media without compromising my privacy and autonomy."
"Constant updates that mess things up. More and more invasive into privacy and the censorship is ridiculous. If Facebook doesnt like your post even if its respectful and truthful they will just delete it or suspend accounts, theyll delete huge groups with thousands of members if they dont like what the topics of conversations are. Shameful!",2,"As a user, I want Facebook to stop censoring respectful and truthful posts, so that I can express myself freely without fear of having my account or groups deleted.","As a Facebook user, I want a stable platform experience without constant updates that disrupt functionality. I also want stronger privacy protections and an end to excessive censorship. I believe Facebook is unfairly deleting posts and suspending accounts for respectful and truthful content they disagree with, and even deleting entire groups based on their topics of conversation. I find this censorship and invasion of privacy shameful.","As a Facebook user,
I want Facebook to stop making constant updates that negatively impact functionality and user experience,
So that I can have a more stable and user-friendly platform.
I also want better privacy protection and freedom of expression,
So that my personal data isn’t invaded and my posts aren’t unjustly censored or deleted.
Lastly, I want a platform that respects diverse topics and communities,
So that large groups and discussions are not unfairly shut down."
"I have two accounts, one for business and another for personal. Both have been suspended for absolutely no reason! It even says on the support page no violations! But my reports for FB fall on deaf ears! Horrible!",1,"As a user, I want Facebook to provide clear reasons for account suspensions and respond to support requests, so that I can regain access to my business and personal accounts.","As a Facebook user with both a personal and a business account, I want both accounts reinstated immediately.  Both accounts have been inexplicably suspended, despite Facebook's own support page stating there are no violations.  My attempts to report this issue to Facebook have been ignored.  I am extremely frustrated with this lack of support and want my accounts restored.","As a Facebook user,
I want to have clear communication and support when my accounts are suspended,
So that I can understand why my accounts were suspended and resolve any issues quickly.
I also want a more responsive support system,
So that my reports are addressed in a timely manner and my accounts are reinstated without unnecessary delays."
What I dont understand is how they work and operate. They want to change people from being who they are. They bloc yu for nothing and then there are people naked and selling sex but yet I cant express my feelings and self. They allowing too many people to hac into people pages. Their privacy sucs. They rules only apply to some people. Its just crazy,2," As a user, I want Facebook to enforce its rules consistently and improve account security, so that I can express myself without being blocked while others violate guidelines without consequences.","As a Facebook user, I want to understand how Facebook's policies are applied. I am frustrated by what I perceive as attempts to change who people are, being blocked for seemingly no reason, while others are allowed to post inappropriate content. I am also concerned about the ease with which accounts are hacked and the lack of privacy. I believe Facebook's rules are inconsistently enforced, and the whole system seems unfair and arbitrary.","As a Facebook user,
I want fair and consistent enforcement of community guidelines,
So that I can freely express myself without fear of being blocked for no reason, while ensuring others also follow the rules.
I also want stronger privacy protections and better security measures,
So that my account is safe from being hacked and my personal information is properly protected.
Additionally, I want more transparent content moderation,
So that it is clear why certain posts are allowed while others are blocked or removed."
Facebook is complete and utter communist propaganda. They will allow popular  stories that  make the communist party look wonderful but censor the negative issues about China like they use  slaves to make  goods for first world  countries. I wish I never even supplied an ounce of personal data on this sight. I'm sure the communist Chinese are taking notes and names getting ready for the coming great reset.,2,"As a user, I want Facebook to stop promoting biased propaganda and censoring negative stories, so that I can trust the platform to provide balanced and truthful information.","As a Facebook user, I am concerned about what I perceive as communist propaganda on the platform. I believe Facebook censors negative information about China while promoting positive narratives, and I am particularly disturbed by the alleged use of slave labor in manufacturing goods. I regret sharing my personal data with Facebook, fearing it is being used by the Chinese government. I am worried about the future and the so-called ""great reset.""","As a Facebook user,
I want to have more control over the content I see,
So that I can avoid censorship of important issues and ensure that Facebook doesn't prioritize biased or politically motivated content. Additionally, I want to ensure that my personal information remains private and not exploited for any external purposes."
My account was hacked and there is legitimately no way of contacting Facebook for help. No phone number or email address at all. All my memories and photos are lost forever. Use this as a social network site if you dont value security or memories,2,"As a user, I want Facebook to offer real customer support for hacked accounts, so that I can recover my lost memories and photos instead of being left without any help.","As a Facebook user whose account was hacked, I urgently need a way to contact Facebook support directly (phone or email) for assistance.  The lack of any contact information is unacceptable.  I have lost irreplaceable memories and photos due to this hack, highlighting the platform's lack of security.  I would not recommend Facebook to anyone who values account security or preserving their memories.",My account was hacked and there is legitimately no way of contacting Facebook for help. No phone number or email address at all. All my memories and photos are lost forever. Use this as a social network site if you dont value security or memories
"I dont use FB much any more, although I used to be a daily user. Lately when logging in FB wont accept my login info. Ive had to change the password so many times its not with the trouble. Also, started a business link and everything that could go wrong did. FB isnt worth the effort and time to jump though all those good. Especially knowing how they gather personal data for their own use, shadow ban conservative posts by play police. Im simply done with Facebook. Went from good to rotten due to their corrupt practices.",2,"As a user, I want Facebook to simplify its login process and stop shadow-banning conservative posts, so that I can use the platform without jumping through unnecessary hoops or feeling censored.","As a former frequent Facebook user, I want reliable login functionality.  I am frustrated by the repeated login issues and the constant need to change my password.  My experience with creating a business link was also extremely problematic. I am also concerned about Facebook's data collection practices, the alleged shadow banning of conservative posts, and the platform's overall decline due to these corrupt practices.  I have decided to stop using Facebook.","As a former daily Facebook user,
I want to easily log into my account without repeatedly having to reset my password,
So that I can access my personal and business accounts without hassle. Additionally, I want more transparency and control over how my personal data is used and less interference in the content I post, especially regarding political views, to ensure a fair and non-biased platform experience.
"
Just like some other street catcaller Facebook is a place for such illegal activity where protection and privacy is a big question. Facebook proved its creation reason everytime after all it was made by a desperate insecure criminal guymark to invade and spoil others reputation and privacy .,2,"As a user, I am concerned about my privacy and security on Facebook. I feel that the platform is invasive, with my personal data being collected and sold without my consent. I want Facebook to prioritize user privacy and ensure that my information is protected from misuse and illegal activities.","As a concerned individual, I believe Facebook facilitates harmful and potentially illegal activity, similar to street harassment, and raises serious questions about user protection and privacy. I view Facebook's creation as motivated by malicious intent, designed to invade and damage the reputations and privacy of others.","As a Facebook user,
I want better protection and privacy features to prevent illegal activities like harassment and ensure my reputation is not compromised,
So that I can feel secure and respected while using the platform and not be subjected to any malicious behavior."
"I used FBk for about 1 year. I was blocked by Marco the fascist for about 5 months. 
So I left. Closed my FBK account. 
Rq. I have proves that I used the same words that other used against me in their posts. I keep screen shots of those conversations.",2,"As a user, I experienced unfair treatment when my account was blocked without valid reasons, while others who used similar language were not penalized. I want Facebook to enforce its policies consistently and provide transparent explanations for account restrictions.","As a user, I want to be treated fairly and consistently with regards to content moderation, so that I am not penalized for using the same language as other users who are not penalized.","As a Facebook user,
I want a more consistent and fair approach to content moderation,
So that I am not unfairly blocked for using the same words or expressions that others can use without issue."
"Facebook spies on everything I do on my phone. I I go to safari and look something up Facebook starts slamming me with adds that relate to it. 
Enough already! Sometimes I am just looking things up to learn.",2,"As a user, I am frustrated that Facebook tracks my online activity outside the app, such as my Safari searches, and uses this data to bombard me with targeted ads. I want the platform to respect my privacy and stop invasive tracking practices.","As a user, I want Facebook to respect my privacy and browsing activity outside of the Facebook app, so that I am not targeted with ads based on my general web searches.","As a Facebook user,
I want more control over my data and privacy,
So that I am not bombarded with ads based on my browsing history or searches outside of Facebook."
"this app and website has begun as a dating website by a loser in college and now this loser is collecting and selling peoples private information and data, besides, trying to be a propaganda machine biased against many victims and innocent people, which expose the real mentality and ethics of the loser who only wanted someone to notice him by stealing another fraternity idea",2,"As a user, I am disappointed with Facebook’s origins and its evolution into a platform that exploits user data for profit. I want Facebook to prioritize ethical practices and stop selling private information for financial gain.","As a user, I want assurance that my personal information and data are being handled responsibly and ethically, and that the platform is not being used for biased propaganda or to exploit ideas from others.","As a Facebook user,
I want more transparency and control over how my personal information and data are used,
So that I can prevent my data from being sold or exploited for biased purposes without my consent."
Facebook is a terrible companyplatform. They care not about anything about money. The more security and privacy you have the less they make. Which is why I deleted my account two years ago and never looked back,1,"As a user, I deleted my Facebook account because I felt the platform prioritized profits over user security and privacy. I want Facebook to implement stronger privacy measures and demonstrate genuine care for its users.","As a user, I want Facebook to prioritize user security and privacy over profit, so that I can trust the platform with my personal information and feel safe while using it.","As a former Facebook user,
I want stronger privacy and security features,
So that I can have better control over my personal information and avoid exploitation for profit by the platform."
NOTHING BUT SPAM ADS!!!! THERE IS AN AD EVERYBTHIRD POST!!! ITS RIDICULOUS AT THIS POINT!!! REFUSES TO HIDE MARKETPLACE ADS!!!!!!! GROUPS NEVER WORKS!!!!! THESE DEVELOPERS HAVE DESTROYED THIS APP!!!!!! FACEBOOK IS MAKING IT OBVIOUS THEY NO LONGER CARE!!!!,2,"As a user, I am overwhelmed by the excessive number of ads on Facebook, including Marketplace ads that I cannot hide. I want the platform to reduce ad frequency and provide better controls for managing ad preferences.","As a user, I want a less intrusive ad experience with fewer spam ads and more control over which ads I see, particularly in the Marketplace.  I also want core features like Groups to function reliably.","As a Facebook user,
I want fewer intrusive ads and better control over my feed,
So that I can enjoy a seamless experience without constant disruptions from unwanted advertisements and broken features."
For a little more than a week now I am not getting notifications for likes or replies to my comments. I have Facebook so that I can have conversations with people and no notifications means I cant have conversations unless I go back to my comment or post to see them. I keep reporting the problem with 0 response,2,"As a user, I am frustrated that I am no longer receiving notifications for likes or replies to my comments, which hinders my ability to engage in conversations. I want Facebook to fix this issue promptly and ensure notifications work reliably.","As a user, I want to receive timely notifications for likes and replies to my comments and posts, so that I can effectively engage in conversations and not miss important interactions.  I also want to receive a response when I report technical problems.","As a Facebook user,
I want reliable notifications for likes and replies to my comments,
So that I can engage in conversations without constantly checking my posts manually."
"Facebook is no longer what is used to be, they censor everything if it doesnt follow their agendas and they make money off of your Data information, they no longer have any context to what privacy means anymore, use it a your own risk!",2,"As a user, I feel that Facebook censors content that doesn’t align with its agenda, limiting freedom of expression. I want the platform to be more transparent about its moderation policies and respect diverse viewpoints.","As a user, I want Facebook to respect my privacy and avoid censoring content based on its own agendas, so that I can freely express myself and trust that my data is not being exploited.","As a Facebook user,
I want uncensored discussions and better privacy protections,
So that I can freely express myself without my data being exploited for profit."
"Just because I watch one video, doesnt mean I want to keep watching the same content creator or close to the same videos. People like a variety. I hate this feature of you tracking everything I watch online. I watched 2 videos of a creator and the next day my feed was full of nothing but their videos. This is what makes people unfollow some creators.",2,"As a user, I dislike how Facebook’s algorithm assumes I want to see more content from a creator after watching just one video. I want the platform to offer more variety in my feed and reduce over-recommendation of similar content.","As a user, I want more control over the content shown in my feed, so that I am not excessively shown similar videos or content creators just because I watched a few of their videos. I prefer a more diverse and varied feed that reflects a wider range of interests.","As a Facebook user,
I want more control over my content recommendations,
So that my feed remains diverse and not overly influenced by a few videos I watched."
It is SO infuriating FB refuses access to all Created Friends Lists in app!! Ridiculous!! Not all of us own computers so we can actually use fb properly!! Mobile fb website is now useless with new update!! No access to any settings or left side bar on mobile site!! We want classic full desktop site access in mobile Safari!!,2,"As a user, I am frustrated that I cannot access my Friends Lists or settings properly on the mobile website. I want Facebook to restore full desktop functionality on mobile browsers for better usability.","As a user who primarily uses Facebook on mobile, I want full access to all features, including created friend lists and settings, through the mobile app or a fully functional mobile website that replicates the classic desktop experience, so that I don't need a computer to manage my Facebook account effectively.","As a Facebook user,
I want full access to all my created Friends Lists and desktop features on the mobile app and mobile site,
So that I can manage my account properly without needing a computer."
They deserve less than one star rating. They have gotten to big for their own good. They want to control what we post and see. What we buy by suggesting items they have tracked across apps. Good for Apple by not removing the low star ratings. And even better that Apple gives us the choice of not wanting apps to track us. Something that Fakebook heavily uses to make money at the cost of privacy of users.,2,"As a user, I am concerned about Facebook’s control over what I see and post, as well as its tracking of my activity across apps. I want the platform to respect my privacy and provide more transparency about data usage.","As a user, I want Facebook to respect my privacy and not track my activity across apps to influence what I see or buy. I also want more control over the content I see on the platform, without censorship or manipulation.","As a Facebook user,
I want greater control over my privacy and the ability to opt out of cross-app tracking,
So that I am not subjected to unwanted ads and data collection that compromise my personal information."
So the Facebook app is now hijacking AirPlay connections from other apps to play its own media and completely ignoring the Play in iPhone setting. This is a serious privacy and security bug that needs to be addressed as soon as possible.,2,"As a user, I am alarmed that the Facebook app hijacks AirPlay connections from other apps, creating a privacy and security risk. I want this issue to be addressed immediately to protect user data.","As a user, I want the Facebook app to respect my device's settings, specifically the ""Play in iPhone"" setting for AirPlay, and not hijack AirPlay connections from other apps to play its own media, so that I maintain control over my device and my privacy.","As a Facebook user,
I want the app to respect my device’s media settings and not hijack AirPlay connections,
So that I can control my own media playback without unexpected interruptions or privacy concerns."
"its getting annoying, it keeps saying there was a error fetching the data everytime i click on the app, it wont let me message anybody and i have deleted and re downloaded the app multiple times, ive tried to update it but its already up to date.
its getting on my nerves.",2,"As a user, I am annoyed by constant errors when trying to use the app, such as “error fetching data,” which prevents me from messaging others. I want Facebook to resolve these technical issues for a smoother experience.","As a user, I want the Facebook app to function reliably, so that I can access my messages and other data without encountering persistent ""error fetching data"" messages. I expect basic troubleshooting steps like reinstalling the app to resolve such issues.","As a Facebook user,
I want the app to function properly without constant errors,
So that I can access my messages and use the platform without frustration."
This app is horrible. There is no freedom of speech with them they constantly block your posts if it doesnt line up with their thoughts or beliefs. Constant monitoring of what you say or do. The whole thing should be deemed a violation of privacy and they should be shut down permanently!!!,2,"As a user, I feel that Facebook restricts freedom of speech by blocking posts that don’t align with its beliefs. I want the platform to allow more open expression and reduce unnecessary censorship.","As a user, I want Facebook to respect freedom of speech and avoid censoring posts based on the platform's own biases or beliefs. I want assurance that my activity is not being excessively monitored and that my privacy is being protected.","As a Facebook user,
I want the ability to express my thoughts freely without censorship,
So that I can engage in open discussions without fear of my posts being removed or my account being restricted."
"If I could give Facebook less than 1 star, I would. 
Zero customer service. I worked on my business page for 5 years and was hacked on my personal account and lost complete access to my business page. I had to create a new business page, and facebook wont even let me create a new one! It just keep saying query error. Absolutely disgusting that a company is allowed to have absolutely zero customer service, no live support chat, no phone number, no one to respond to emails, nothing. Honestly I cant wait for a better platform to come out and put facebook in the ground. Or someone who knows what theyre doing to take over facebook and make necessary changes.",2,"As a user, I am devastated that I lost access to my business page after being hacked, and Facebook’s lack of customer support has made it impossible to recover. I want the platform to provide reliable customer service and better account recovery options.","As a business user, I want reliable customer support from Facebook, including live chat, phone support, or responsive email communication, so that I can resolve critical issues like account hacking and business page access loss, and be able to create new business pages without encountering errors.","As a Facebook user,
I want accessible and responsive customer support,
So that I can recover hacked accounts, regain access to my business page, and resolve technical issues efficiently."
"Why are other people allowed to share MY postphoto but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of?! If someone shares my stuff, I should be able to see it. Period. Also, if you want people to use Reels more professionally make it so we can choose our own cover photo for the reel cause the ones you all choose are awful. And almost all of my reels are muted with copyright claims. I chose songs from the available library you all have for your users using the Audio function. Why is this happening?! Update this, please! Can we be more uptodate like TikTok and Instagram? I mean, dont yall own Instagram? Come on now. The reels for Facebook is such an outdated editing feature. Oh, and thank you! I do love Facebook.",2,"As a user, I am frustrated that I cannot see who shared my posts or photos due to others’ privacy settings. I want Facebook to give me full control over my content and improve Reels features to match competitors like TikTok.","As a user, I want control over how my own content is shared and viewed, so that if someone else shares my post or photo, I can see it regardless of their privacy settings.  I also want improvements to Reels, including the ability to choose a cover photo, the resolution of copyright issues with approved audio, and updated editing features comparable to other platforms like TikTok and Instagram.","As a Facebook user,
I want to have full control and visibility over my shared content,
So that I can see when my posts are shared by others and ensure they are not being misused or misrepresented.
Additionally, I want the ability to choose my own cover photo for Reels and avoid unnecessary copyright claims when using songs from Facebook's licensed library,
So that I can create and share content more freely and professionally."
"So many glitches and the advertising is completely out of control. They are already stealing all of our personal information in exchange for using their app, and now they are harassing us with ads every 1 to 2 posts. Ridiculous.",2,"As a user, I am tired of the constant glitches and overwhelming number of ads on Facebook. I want the platform to reduce ad frequency and fix technical issues for a better user experience.","As a user, I want a more stable and reliable app experience with fewer glitches. I also want a less intrusive advertising experience, with fewer ads and more respect for my personal information, which I feel is already being exploited.","I want to experience a smoother app experience without frequent glitches,
So that I can use the platform efficiently and without frustration.
I also want to reduce the frequency of intrusive ads,
So that I am not overwhelmed with ads every 1 to 2 posts,
And I want better control over the privacy of my personal data,
So that I feel confident that my information is not being misused or excessively collected for advertising purposes."
"My account was cloned even after setting up two party authentication and changing password to an impossible to guess series of letters, numbers, and symbols. Settings for privacy and notifications dont work, so I shouldnt be surprised. A myriad of problems with this app, plus the fact its owned by an evil communist.",2,"As a user, I am concerned about my account security, as my account was cloned despite strong passwords and two-factor authentication. I want Facebook to improve its security measures and protect users from hacking.","As a user, I want stronger account security measures, even with two-factor authentication, to prevent cloning. I also want privacy and notification settings that function reliably, and to be assured that the platform is not owned or controlled by entities perceived as harmful.","As a Facebook user,
I want to ensure my account is secure with robust protections like two-factor authentication, complex passwords, and functional privacy settings,
So that I can prevent unauthorized access, protect my personal data, and have control over my notifications and privacy on the platform."
"After the election results I left Facebook app. permanently. They sold our information, spied on our private messages, censored conservative voices, interfered in our elections. Im sick that after many years of supporting them they betrayed us conservatives. I cant support this app anymore. Im out.",2,"As a user, I left Facebook because I believe it interfered in elections, censored conservative voices, and betrayed its users. I want the platform to remain neutral and stop manipulating content for political agendas.","As a user, I want Facebook to respect user privacy and data, avoid censoring content based on political viewpoints, and refrain from interfering in elections, so that I can trust the platform and feel comfortable using it.","As a Facebook user,
I want transparency and accountability in how my personal data is used,
So that I can trust the platform to respect my privacy, avoid censorship, and not manipulate or interfere with political content or elections."
"My account has been hacked and my identity has been compromised. I have tried to contact Facebook as for help and they continue to empower the HACKER!!

The hacker has stolen my identity and changed emails and phone numbers to steal money from family  friends!!!

Facebook has NOT helped and continues to provide access to the Hacker ",1,"As a user, I am devastated that my account was hacked, and Facebook has failed to help me regain control. I want the platform to provide better support for hacked accounts and protect users from identity theft.","As a user whose account has been hacked and identity compromised, I urgently need Facebook to provide support in regaining control of my account and stopping the hacker's access, so that I can prevent further financial harm to myself and my contacts.  I expect Facebook to take immediate action to investigate and resolve this serious security breach.","As a Facebook user,
I want a secure and responsive account recovery system,
So that I can quickly regain control of my hacked account, prevent identity theft, and protect my friends and family from scams."
